Name,Label
"Barlaeus, Casper 1584-1648",0
"Barleu, Gaspar, 1584-1648",0
Baro Bošković,0
Baron Miklós Istvánffy,0
Barsanuphius Et Joannes,1
"Barth, Caspar von",0
"Barth, Caspar von (Kaspar), 1587-1658",0
"Barth, Caspar von 1587-1658",0
"Barth, Caspar von, 1587-1658",0
"Barth, Gaspar, 1587-1658",0
"Barth, Kaspar von",0
"Barth, Kaspar von, 1587-1658",0
Barthélémy (?-1184),0
Barthélémy 111.-1184,0
"Barthélémy l'Anglais, 12..-1272",0
"Barthélémy, 11..-1184",0
"Barthélemy, évêque d'Exeter, m. 1184",0
"Barthélemy, Nicolas",0
"Barthélemy, Nicolas (Nicolaus), fl. 1537-1541",0
"Barthélemy, Nicolas, 1478-1535",0
"Barthélemy, Nicolas, 1478-c. 1531",0
"Barthius, Caspar (1587-1658)",0
"Barthius, Caspar von, 1587-1658",0
"Bartholin, Thomas",0
"Bartholin, Thomas 1619-1680",0
"Bartholin, Thomas f. 1616",0
"Bartholin, Thomas, 1616-1680",0
"Bartholin, Thomas, d.ä. 1616-1680",0
"Bartholinus, Thomas, 1616-1680",0
Bartholomaeus 1110-1184 Exoniensis,0
Bartholomaeus Anglicus,0
Bartholomaeus Anglicus (12..-1272).,0
"Bartholomaeus Anglicus, ?-1272, O.F.M.",0
"Bartholomaeus Anglicus, ca 1180-ca 1250",0
"Bartholomaeus Anglicus, O.F.M., sec. XIII",0
"Bartholomaeus Anglicus, tegev 13. saj.",0
Bartholomaeus Casaus,0
Bartholomaeus Cryptae Ferratae,1
Bartholomaeus Edessenus,1
Bartholomaeus Exoniensis,0
Bartholomaeus Exoniensis (11..-1184).,0
Bartholomaeus Exoniensis 1110-1184,0
Bartholomaeus Exoniensis biskop av Exeter,0
"Bartholomaeus Exoniensis, m. 1184",0
Bartholomaeus Facius,0
"Bartholomaeus Pannonus (1490-1522) egyházi vezető, író",0
Bartholomaeus Platina,0
"Bartholomaeus, Anglicus",0
"Bartholomaeus, Anglicus, actiu segle XIII",0
"Bartholomaeus, Anglicus, activité 13e siècle",0
"Bartholomaeus, Anglicus, voor 1203-na 1250",0
"Bartholomaeus, Exoniensis",0
"Bartholomaeus, Exoniensis, -1186",0
Bartholomeus Anglicus (12..-1272),0
Bartholomeus Boscovich,0
Bartholomeus Frankeordinus Pannonihs,0
Bartholomeus Frankfordinus Pannonius,0
"Bartholomew Anglicus 13th-century scholastic scholar, author of the compendium De proprietatibus rerum",0
Bartholomew of Exeter,0
Bartholomew the Englishman,0
"Bartholomew, Bishop of Exeter, -1184",0
"Bartholomew, Bishop of Exeter, d. 1184",0
"Bartholomew, Bishop of Exeter,-1184",0
"Bartholyn, Thomas, 1616-1680",0
Bartolo da Sassoferrato giurista italiano,0
"Bartolo de Sassoferrato (Italian author, 1314-1357)",0
"Bartolo de Sassoferrato, 1314-1357",0
Bartolo di Sassoferrato,0
"Bartolo, da Sassoferrato, 1313-1357",0
"Bartolo, da Sassoferrato, 1314-1357",0
"Bartolo, de Sassoferrato",0
"Bartolo, de Sassoferrato, 1313-1357.",0
"Bartolo, of Sassoferrato, 1313-1357",0
Bartolomej Bošković,0
Bartolomeo : della Porta,0
Bartolomeo ca. 1472-1517 della Porta,0
Bartolomeo da li Sonetti,0
Bartolomeo della Fonte,0
Bartolomeo‏ della Porta (1472-1517),0
Bartolomeo della Porta ca. 1472-1517,0
"Bartolomeo della Porta, fra, 1472-1517",0
Bartolomeo Nogara archéologue italien,0
Bartolomeo Sacchi,0
Bartolomeo Sacchi umanista e gastronomo italiano,0
Bartolomeo Zamberti matematico e storico della matematica italiano,0
"Bartolomeo, fra",0
Bartolommeo della Porta 1472–1517,0
"Bartolommeo, Fra",0
"Bartolommeo, Fra (Florentine painter and draftsman, 1472-1517)",0
"Bartolommeo, Fra, 1472-1517",0
Bartolus de Saxoferrato (1313-1357).,0
"Bartolus Severus de Alphanis, 1314-1357",0
"Bartolus, de Saxoferrato (1314-1357)",0
"Barton, Johan ca. 15. Jh.",0
"Barton, Johan, 13..-....",0
"Barton, Johan, activé 15e siècle",0
"Bartoszewicz, Julian, 1821-1870",0
"Bartoszewicz, Julijan, 1821-1870",0
"Bartoszewicz, Juljan 1821-1870",0
Bartxolomeus Frankfordinus Pannonius,0
Baruch (Apocryphal book),1
"Barzizius, Gasparinus",0
"Barzizius, Gasparinus (około 1370-1431).",0
"Barzizius, Gasparinus ca 1370-1431",0
"Barzizius, Gasparinus, asi 1370-1431",0
"Barzizza, Gasparino",0
"Barzizza, Gasparino (ca 1360-1431)",0
"Barzizza, Gasparino, 1360-1430",0
"Barzizza, Gasparino, 1360?-1431",0
"Barzizza, Gasparino, aproximadament 1360-1431",0
"Barzizza, Gasparino, c. 1360-1431",0
"Barzizza, Gasparino, fl. 1370-1431",0
Basil Lanneau Gildersleeve American classical philologist,0
"Basil Saint, Bishop of Caesarea 329-379",0
"Basil Saint, Bishop of Caesarea 329-379",1
"Basil, Bishop of Seleucia",1
"Basil, Saint, Bishop of Caesarea",1
"Basil, Saint, Bishop of Caesarea, approximately 329-379",1
"Basil, Saint, Bishop of Caesarea, ca. 329-379",1
"Basil, Veliký, svatý, asi 330-379",0
"Basil, Veliký, svatý, asi 330-379",1
"Basilaca, Nicephorus",1
"Basilaces, Nicephorus",1
"Basilakès, Nicéphore, 1115?-1182?",1
"Basile de Césarée, 0329?-0379, saint",0
"Basile de Césarée, 0329?-0379, saint",1
"Basile de Séleucie, 0435?-0468?, saint",1
"Basile environ 329-379 de Césarée, saint",0
"Basile environ 329-379 de Césarée, saint",1
"Basile, de Césarée, saint, environ 329-379",0
"Basile, de Césarée, saint, environ 329-379",1
"Basile, saint, évêque de Césarée, environ 329-379",0
"Basile, saint, évêque de Césarée, environ 329-379",1
"Basileios den store, helgon, ca 330-379",0
"Basileios den store, helgon, ca 330-379",1
"Basileios Suur, umbes 329-379.",0
"Basileios, 330-379",0
"Basileios, 330-379",1
Basili,1
Basili de Selèucia,1
"Basili, el Gran, sant, aproximadament 329-379",0
"Basili, el Gran, sant, aproximadament 329-379",1
Basilides,1
Basilides d'Escitòpolis,1
Basilides Gnosticus 2. Jht.,1
Basilides Scythopolitanus ca. 3. Jh.,1
Basilides Scythopolitanus ca. 3. Jh. n. Chr,1
"Basilijs, no Cēzarejas, Svētais, ap 330-379",0
"Basilijs, no Cēzarejas, Svētais, ap 330-379",1
"Basílio Magno, Santo, fl. 330-379",0
"Basílio Magno, Santo, fl. 330-379",1
"Basílio, Santo, Bispo de Cesaréia, ca. 329-379.",0
"Basílio, Santo, Bispo de Cesaréia, ca. 329-379.",1
"Basilio, Santo, Obispo de Cesarea",0
"Basilio, Santo, Obispo de Cesarea",1
"Basilio, Santo, Obispo de Cesarea, Ca. 329-379",0
"Basilio, Santo, Obispo de Cesarea, Ca. 329-379",1
Basilis,1
Basilis Historicus v3./2. Jh.,1
Basilius,1
Basilius : Caesariensis  <santo>,0
Basilius : Caesariensis  <santo>,1
Basilius Achridenus,1
Basilius Ancyranus ca 300-ca 364,1
Basilius biskop av Selevkia,1
Basilius Caesariensis,1
Basilius Caesariensis 330-379,0
Basilius Caesariensis 330-379,1
"Basilius Magnus helgen, biskop av Caesarea",0
"Basilius Magnus helgen, biskop av Caesarea",1
Basilius Magnus святой ок.329-379,0
Basilius Magnus святой ок.329-379,1
"Basilius Magnus, s., vesc. di Cesarea, c. 330-379",0
"Basilius Magnus, s., vesc. di Cesarea, c. 330-379",1
Basilius Metropolita Neopatrensis,1
Basilius Minimus,1
Basilius Seleuciensis,1
Basilius Vatatzes,1
Basilius von Seleucia,1
"Basilius, de Grote, ca. 330-379",0
"Basilius, de Grote, ca. 330-379",1
"Basilius, évêque de Séleucie",1
"Basilius, sanctus",0
"Basilius, sanctus",1
"Basini, Basinio",0
"Basini, Basinio, 1425-1457",0
Basinio Basini,0
Basinio da Parma,0
"Basinio, da Parma, 1425-1457",0
Basinius Parmensis,0
"Basinius, Basinius",0
"Basinius, Parmensis, 1425-1457",0
"Bassi, D",0
"Bassi, Domenico",0
"Bassi, Domenico, 1859-1943",0
"Bassi, Domenico, 1859-1944",0
"Bassus, Caesius",0
"Bassus, Caesius, sec. I",0
"Bate, John aswley",0
"Bate, John Pawley",0
"Bate, John Pawley, 1857-1921, avocat",0
"Bate, Johy Pawley",0
Bato,1
Bato Comicus v3. Jh.,1
Batone,1
"Battista Alberti, León, 1402-1472",0
Baudonivia 7e E.,0
Baudonivia ca. um 600,0
Baudonivia Pictaviensis,0
"Baudonivia, 7e eeuw",0
"Baudonivia, active 6th-7th century",0
Baudouin de Ford,0
"Baudouin, de Forde, archevêque de Canterbury, ca 1120-1190",0
"Baudouin, François 1520-1573",0
"Baudouin, François, 1520-1573",0
"Baudouin, François, 1520-1573",0
Baudovinia,0
Baudovinia monacha,0
Baudri de Bourgueil erkebiskop av Dol 1046-1130,0
Baudri de Trèves 11..?-1157?,0
"Baudri, de Bourgueil, 1045-1130",0
"Baudri, de Bourgueil, 1046-1130",0
"Baudri, de Bourgueil, archevêque de Dol, 1046-1130",0
"Baudry, de Bourgueil, Archevêque de Dol, 1046-1130",0
"Bauduin, François 1520-1573",0
"Bauer, Georg",0
"Bauer, Ludovicus",0
"Bauer, Ludwig",0
"Bauer, Ludwig (1883-1892).",0
"Bauer, Ludwig, 18..-....",0
"Bauer, Ludwig, fl. 1883-1892",0
"Bauhuis, Bernard",0
"Bauhuis, Bernard, S.J., 1575-1619",0
"Bauhusius, Bernardus, 1575-1619",0
"Baumgarten-Crusius, Carl Wilhelm 1786-1845",0
"Baumgarten-Crusius, Detlev Carl Wilhelm",0
"Baumgarten-Crusius, Detlev Karl Wilhelm",0
"Baumgarten-Crusius, Detlev Karl Wilhelm, 1786-1845",0
"Baumgarten, Alexander Gottlieb",0
"Baumgarten, Alexander Gottlieb (German philosopher, 1714-1762)",0
"Baumgarten, Alexander Gottlieb, 1714-1762",0
"Baumgarten, Alexander Gottlieb, 1714-1762.",0
"Bazil Veľký, svätý, asi 330-379",0
"Bazil Veľký, svätý, asi 330-379",1
Bazyli (biskup Seleucji Izauryjskiej ; 4..-459).,1
Bazyli 4..-459) (biskup Seleucji Izauryjskiej ;,1
Bazyli Wielki (święty ; ok. 330-379),0
Bazyli Wielki (święty ; ok. 330-379),1
Bazyli Wielki (święty ; około 330-379).,0
Bazyli Wielki (święty ; około 330-379).,1
bdolfus Kixssling,0
Beatus 1485-1547 Rhenanus,0
Beatus Bild,0
"Beatus Bild, 1485-1547",0
"Beatus, Rhenanus, 1485-1547",0
"Bebel, Heinrich, 1472-1508",0
"Bebel, Heinrich, 1472-1518",0
"Bebel, Heinrich, 1472-approximately 1516",0
"Bebel, Heinrich, 1472-ca. 1518",0
"Bebelius, Henricus, 1472-1518",0
Bebo Bambergensis,0
Bebo Bambergensis ca. um 1014/24,0
Bebo of Bamberg,0
Bebo von Bamberg,0
"Bebo, of Bamberg",0
"Becadelli, Antonio, 1394-1471.",0
"Beccadelli, Antonio",0
"Beccadelli, Antonio (Antonio), 1394-1471",0
"Beccadelli, Antonio, 1394-1471",0
"Beccaria, Antonio",0
"Beccaria, Antonio (około 1400-1474).",0
"Beccaria, Antonio, 14..-14..",0
"Beccaria, Antonio, 1400-1474",0
"Beccaria, Antonio, asi 1400-1474",0
"Beccaria, Antonio, ca. 1400-1474",0
"Beccaria, Antonius.",0
"Beccatellus, Antonius, 1394-1471",0
"Becharia, Antonius",0
"Beck, J. W.",0
"Beck, J.W. (Jan Wibertus), 1856-1918",0
"Beck, Jan W. -1918",0
"Beck, Jan Wibertus (1856-1918).",0
"Beck, Jan-Wilhelm",0
"Beck, Jan-Wilhelm, 1963-....",0
"Beck, Jan-Wilhelm.",0
"Becken, Laevinus van der, vesc. di Anvers, 1525-1595",0
"Becker, Daniel (1594-1653).",0
"Becket, Saint Thomas (English archbishop, ca. 1118-1170)",0
"Becket, Thomas 1118-1170",0
"Becket, Thomas erkebiskop av Canterbury, helgen",0
"Becket, Thomas, ca. 1118-1170",0
"Becket, Thomas, helgon, 1118-1170",0
"Becket, Thomas, s., arciv. di Canterbury, 1118-1170",0
"Becket, Thomas, sanctus",0
"Becket, Thomas, svatý, 1118-1170",0
"Beckher, Daniel",0
"Beckher, Daniel, 1594-1653",0
Beda (święty ; ok. 673-735),0
Beda (święty ; około 673-735).,0
"Beda 673-735 Venerabilis, Historiker, Theologe, Mönch",0
"Beda el Venerable, Santo",0
Beda Heiliger 672-735,0
Beda Venerabilis helgen 673-735,0
"Beda Venerabilis, 672(673)-735.",0
"Beda Venerabilis, asi 672-735",0
"Beda Venerabilis, helgon, 673-735",0
"Beda Venerabilis, s., 673-735",0
"Beda, Cienījamais, Svētais, 673-735",0
"Beda, el Venerable, sant, 673-735",0
"Beda, O Venerável, 673-736",0
"Beda, o Venerável, Santo, 673-735.",0
"Beda, Venerabilis, 673-735",0
"Bede (Venerable), Saint",0
Bède le Vénérable 0673?-0735,0
"Bède le Vénérable, 0673?-0735, saint",0
"Bede the Venerable, Saint (Anglo-Saxon theologian and historian, 672/673-735)",0
"Bède, le Vénérable, saint, 673-735",0
"Bede, the Venerable, Saint",0
"Bede, the Venerable, Saint, 673-735",0
"Bekker, August Emanuel, 1785-1871",0
"Bekker, August Immanuel",0
"Bekker, August Immanuel, 1785-1871",0
"Bekker, I. (Immanuel), 1785-1871",0
"Bekker, Immanuel",0
"Bekker, Immanuel, 1785-1871",0
"Bekker, Immanuel, 1785-1871.",0
Bel and the Dragon,1
"Beleth, Iohannis",0
"Beleth, Jean m. ca. 1185",0
"Beleth, Jean, -asi 1185",0
"Beleth, Jean, 11..?-1185?",0
"Beleth, Jean, d. 1182.",0
"Beleth, Jean, m. 1182",0
"Belethus, Ioannes",0
"Belethus, Ioannes ( -1182).",0
"Belethus, Joannes magister",0
"Belethus, Joannes, -1185",0
Belisarius,0
Belisarius Scholasticus ca. 5. Jh.,0
"Bellay, Joachim du 1522c-1560",0
"Bellay, Joachim du, 1522-1560",0
Bemarchius Caesariensis 4. Jh.,1
Bembo,0
"Bembo, Bonifacio, 1420-1477",0
"Bembo, P. кардинал 1470-1547 Pietro",0
"Bembo, Pietro",0
"Bembo, Pietro 1470-1547",0
"Bembo, Pietro, 1470-1547",0
"Bembo, Pietro, 1470-1547.",0
"Bembo, Pietro, card., 1470-1547",0
"Bembo, Pietro, Cardinal (Italian cardinal, scholar, 1470-1547)",0
"Benat, John 13..-1474",0
"Benci, Francesco, 1542-1594",0
"Benci, Francesco, S.I., 1542-1594",0
"Benci, Francesco.",0
"Benci, Francisco, 1542-1594",0
"Bencius, Franciscus, S.I., 1542-1594",0
"Benedetti, Giacopone de', 1230-1306",0
"Benedetti, Jacopo di, 1230-1306",0
Benedetto da Norcia,0
"Benedetto da Norcia monaco italiano, santo della Chiesa cattolica e Patrono d'Europa",0
Benedetto Giovio historien italien,0
"Benedetto Varchi umanista, scrittore e storico italiano",0
"Benedict I, Pope",0
Benedict of Nursia,0
"Benedict of Nursia, Saint",0
Benedict of Peterborough,0
"Benedict, ?-1193",0
"Benedict, Abbot of Peterborough, d. 1193",0
"Benedict, of St. Andrea",0
"Benedict, Saint, Abbot of Monte Cassino (Benedictus Nursinus, 480-543)",0
"Benedict, Saint, of Milan",0
Benedictus 480-547 heilige,0
Benedictus apie 480–apie 547 šventasis Monte Kasino abatas,0
Benedictus ca. 480-547 de Nursia,0
Benedictus ca. 480-ca. 547,0
Benedictus Coluccius,0
Benedictus Crispus,0
Benedictus de Nursia святой 480-547,0
Benedictus de Spinoza,0
Benedictus I  <papa>,0
"Benedictus I, paus, 6e eeuw",0
Benedictus I. Papa -579,0
Benedictus Mediolanensis ca. 685 - 732,0
Benedictus Mediolanensis saint 06..-0732,0
Benedictus Nursiae,0
"Benedictus Nursinus helgen, abbed av Monte Cassino",0
"Benedictus Petriburgensis, ?-1193, O.S.B.",0
Benedictus Petroburgensis -1193,0
Benedictus Sancti Andreae,0
Benedictus Sancti Andreae -1024,0
Benedictus Stay,0
Benedictus Tzancarolus,1
"Benedictus, S. Andreae",0
"Benedictus, Sancti Andreae",0
"Benedictus, sanctus",0
"Benedictus, van Nursia, ca. 480-ca. 547",0
"Benedikt av Nursia, helgon, ca 480-ca 547",0
"Benedikt helgen, abbed af Monte Cassino",0
Benedikt I. Papst -579,0
"Benedikt I., papež, -579",0
"Benedikt Montecassino, Abt, Heiliger 480-547",0
Benedikt Stay Stojković hrvatski filozof i pjesnik latinist,0
"Benedikt, frá Núrsía, 480-550",0
"Benedikt, z Nursie, svatý, asi 480-asi 543",0
"Benedikts, Svētais, Montekazino abats, ap 480-547",0
Benedykt I (papież ; -579).,0
Benedykt z Nursji (święty ; około 480-547).,0
Benedykt z Nursji ca 480-547) (św. ;,0
Benedykt z Peterborough ?-1194,0
"Benei, Jvhn 13..-1474",0
"Benet, John",0
"Benet, John 13..-1474",0
"Benet, Jrhn 13..-1474",0
"Benet, Jxhn 13..-1474",0
"Beneventano, Falcone, 1070?-1144?",0
Benevenutus de Rambaldis,0
"Benevenutus de Rambaldis, 1338?-1390",0
Benevenutus Imolensis (ok. 1338-1390),0
Benevenutus Imolensis (około 1338-1390).,0
Benevenutus Imolensis 1338-1390,0
"Benevenutus, Imolensis, ca.1338-1390",0
"Benito, Santo",0
Benjamin Petrus van Wesele Scholten,0
"Benndorf, Friedrich August Otto",0
"Benndorf, Friedrich August Otto, 1838-1907",0
"Benndorf, Otto",0
"Benoist, Eugène, 1831-1887",0
"Benoist, Eugène, 1831-1887",0
"Benoist, Louis Eug©·ne, 1831-1887",0
"Benoist, Louis fug©·ne, 1831-1887",0
"Benoît de Peterborough, 11..-1193",0
Benoît pape I,0
Benoît saint 048.?-0547?,0
"Benoît, 048.?-0547?, saint",0
"Benoît, saint, abbé de Mont-Cassin",0
"Benseler, G. E.",0
"Benseler, G. E. (Gustav Eduard)",0
"Benseler, Gustav Eduard",0
"Benseler, Gustav Eduard, 1806-1868",0
"Benseler, Gustavus Eduardus, 1806-1868",0
Bentius Alexandrinus,0
"Bentius Alexandrinus, 1300-talet",0
"Bentley, Richard",0
"Bentley, Richard, 1662-1742",0
"Bentley, Richard, 1662-1742.",0
"Bento, Santo, 480-547",0
Benvenudus Campesanus,0
Benvenuto da Imola letterato italiano,0
Benvenuto de Imola,0
Benvenuto Rambaldi da Imola,0
"Benvenuto, dei Rambaldi da Imola, ca. 1336-1390",0
Benvenutus Campesanus,0
Benvenutus Campesarus,0
Benvenutus Campesbnus,0
Benvenutus de Imola,0
"Benvenutus, de Imola, -1387 or 8",0
"Benvenutus, de Imola, d. 1387 or 8",0
Benvenutxs Campesanus,0
Benzo d'Alessandria (około 1270-około 1330).,0
"Benzo d'Alessandria, sec. XIV",0
Benzo évêque d'Alba 1010?-1085?,0
Benzo m. c. 1085 vesc. d'Alba,0
Benzo of Alba,0
"Benzo, 1010?-1085?, évêque d'Alba",0
"Benzo, Bishop of Alba",0
"Benzo, Bishop of Alba, approximately 1010-approximately 1085",0
"Benzo, d'Alessandria",0
"Benzo, d'Alessandria, active 1300-1330",0
"Benzo, von Alba",0
Berardino Rota poeta italiano,0
"Bercheure, Pierre, O.S.B., 1290-1362",0
"Berchorius, Petrus (około 1290-1362).",0
"Berchorius, Petrus 1290-1362",0
"Berchorius, Petrus, asi 1290-asi 1362",0
"Berchorius, Petrus, ca. 1290-1362",0
"Berchorius, Petrus, O.S.B., 1290-1362",0
Berengar ca. 1000-1088 of Tours,0
Berengar of Tours,0
Berengar von Tours 1010-1088,0
"Berengar, of Tours",0
Berengarius Turonensis,0
"Berengarius Turonensis (Berengar, of Tours, approximately 1000-1088)",0
Bérenger de Tours,0
Berghard Sepp historien allemand,0
"Bergk, Theodor Wilhelm, 1812-1881",0
"Bergk, Theodor, 1812-1881",0
"Bergk, Theodor, 1812-1881, philologue",0
"Bergk, Theodorus, 1812-1881",0
"Bergomas, Andreas",0
Berlisarius,0
"Bernadí, de Siena, sant, 1380-1444",0
Bernard André,0
Bernard Bauhuis,0
Bernard Carnotensis ( -około 1130).,0
"Bernard Clairvaux, Abt, Heiliger 1090-1153",0
"Bernard Clairvaux'st, 1090-1153.",0
Bernard‏ ‎d'Angers,0
Bernard de Chartres,0
Bernard de Chartres (?-1130?),0
"Bernard de Chartres, 11..-1130?",0
Bernard de Clairvaux,0
Bernard de Clairvaux 1090-1153 šventasis,0
Bernard de Clairvaux 1090?-1153 saint,0
Bernard de Clairvaux ок.1090-1153,0
"Bernard de Clairvaux, saint, 1090?-1153",0
"Bernard de Clairvaux, Santo, 1090?-1153",0
Bernard de Cluny,0
Bernard de Fontaine,0
Bernard de Meung,0
Bernard de Morlaix,0
Bernard de Parme (?-1266),0
"Bernard de Parme, 12..-1266",0
Bernard de Tours,0
Bernard le Clunisien (11..-1140),0
Bernard of Angers,0
Bernard of Chartres,0
Bernard of Clairvaux,0
"Bernard of Clairvaux (French saint, abbot, writer, 1090-1153)",0
Bernard of Clairvaux Άγιος (1090 ή 91-1153),0
"Bernard of Clairvaux,  Saint, 1090 or 1091-1153",0
"Bernard of Clairvaux, Saint",0
"Bernard of Clairvaux, Saint 1090-1153",0
Bernard of Cluny,0
"Bernard of Cluny, ~ 1140",0
Bernard of Meung,0
Bernard of Parma,0
Bernard Silvester,0
Bernard Silvestre,0
Bernard Silvestre 11..-1160?,0
"Bernard Silvestre, 11..-....",0
Bernard Silvestris (czynny ok. 1100?-1169?),0
"Bernard Silvestris, činný 12. století",0
Bernard z Clairvaux (święty ; 1090-1153),0
Bernard z Clairvaux (święty ; około 1090-1153).,0
"Bernard Zamanja hrvatski svećenik, helenist, novolatinski pjesnik, prevodilac",0
"Bernard, d'Angers, active 1010-1020",0
"Bernard, de Chartres",0
"Bernard, de Clairvaux, saint",0
"Bernard, de Clairvaux, saint, 1090 ou 1091-1153",0
"Bernard, de Morlaix",0
"Bernard, le Clunisien",0
"Bernard, of Chartres",0
"Bernard, of Clairvaux, Saint",0
"Bernard, of Meung",0
"Bernard, of Utrecht",0
"Bernard, Silvestris",0
"Bernard, van Morval, 12e eeuw",0
"Bernard, z Clairvaux, svatý, asi 1090-1153",0
Bernardin de Sienne saint 1380-1444,0
"Bernardin de Sienne, 1380-1444, saint",0
"Bernardín Siensky, svätý, 1380-1444",0
Bernardino : da Siena  <santo>,0
"Bernardino da Siena (Italian saint, 1380-1444)",0
Bernardino da Siena 1380-1444 s,0
Bernardino da Siena helgen,0
"Bernardino da Siena, s., 1380-1444",0
"Bernardino de Sena, Santo, 1380-1444, O.F.M.",0
Bernardino of Siena,0
Bernardino Stefonio,0
Bernardino Stefonio écrivain et jésuite italien,0
"Bernardino, da Siena, 1380-1444",0
"Bernardino, da Siena, saint",0
"Bernardino, da Siena, saint, 1380-1444",0
"Bernardino, da Siena, Saint, 1380-1444",0
"Bernardino, De Siena, Santo, 1380-1444",0
"Bernardinus av Siena, helgon",0
Bernardinus Senensis,0
Bernardinus Senensis 1380-1444,0
"Bernardinus Senensis,  svetnik,  1380-1444",0
"Bernardinus Senensis, s., 1380-1444",0
"Bernardinus Senensis, svatý, 1380-1444",0
Bernardinus Stephonius,0
Bernardo : da Parma,0
Bernardo Bottoni,0
Bernardo da Parma,0
"Bernardo da Parma, m. 1266",0
Bernardo Maria De Rubeis teologo e storico italiano,0
"Bernardo, de Claraval, Santo, 1090 o 91-1153",0
"Bernardo, de Claraval, Santo, 1090 ou 91-1153.",0
Bernardus : Claraevallensis  <santo>,0
Bernardus Andegavensis,0
Bernardus Bottonius -1266,0
Bernardus Carnotensis -1130,0
Bernardus Claraevallensis,0
Bernardus Claraevallensis helgen,0
"Bernardus Claraevallensis,  svetnik",0
"Bernardus Claraevallensis, s., 1091-1153",0
"Bernardus Claravallensis, sanctus",0
Bernardus Dombart,0
Bernardus fl. 1010-1020 scholasticus,0
Bernardus Leo,0
Bernardus Magdunensis,0
Bernardus Magdunensis ca. um 1133,0
Bernardus Parmensis/ Bernardus Bottonius,0
Bernardus santo Claraevallensis,0
Bernardus Silvestris (?-około 1150).,0
Bernardus Silvestris 1085-1160,0
Bernardus Silvestris 12 в.,0
"Bernardus Silvestris, 1100-c. 1169",0
Bernardus Sylvester,0
Bernardus Ultrajectensis,0
Bernardus Zamagna,0
"Bernardus, Claravallensis",0
"Bernardus, Parmensis, -1266",0
"Bernardus, Scholasticus",0
"Bernardus, Silvestris, ca. 1080-1167",0
"Bernardus, van Clairvaux, 1090-1153",0
Bernardut Leo,0
Bernardyn ze Sieny (święty ; 1380-1444).,0
"Bernat Silvestre, actiu segle XII",0
"Bernat, de Claravall, sant, 1090-1153",0
"Bernat, de Cluny, actiu segle XII",0
"Bernays, Jacob",0
"Bernays, Jakob",0
"Bernays, Jakob, 1824-1881",0
"Bernegger, Matthias",0
"Bernegger, Matthias 1582-1640 sac",0
"Bernegger, Matthias, 1582-1640",0
"Bernegger, Matthias, 1582-1640.",0
"Bernegger, Matthias, sac., 1582-1640",0
"Bernhard af Clairvaux, 1091-1153",0
Bernhard Bunte deutscher Klassischer Philologe und Gymnasiallehrer,0
Bernhard Dinter deutscher Klassischer Philologe und Gymnasiallehrer,0
"Bernhard Langkavel deutscher Klassischer Philologe, Botaniker und Gymnasiallehrer (1825–1902)",0
Bernhard Sepp historien allemand,0
Bernhard Sepp historien alljmand,0
Bernhard Sepp historien allpmand,0
Bernhard Sepy historien aqlemand,0
Bernhard von Clairvaux 1090-1153,0
Bernhard von Uprecht ca. 11./12. Jh.,0
Bernhard von Utrecht ca. 11./12. Jh.,0
Bernhlrd Sepp historien allemand,0
"Bernhold, Joannes Michaël",0
"Bernhold, Johann Michael, 1735-1797",0
"Bernhold, Johannes Michael, 1736-1797",0
"Berni, Francesco",0
"Berni, Francesco apie 1497-apie 1535",0
"Berni, Francesco, 1497 o 1498-1535",0
"Berni, Francesco, 1497 o 8-1535",0
"Berni, Francesco, 1497 or 8-1535",0
"Berni, Francesco, 1497 ou 8-1535.",0
"Berni, Francesco, 1497-1535",0
"Berni, Francesco, 1497/8-1535",0
"Berni, Francesco, 1498-1535",0
"Berni, Francesco, ca. 1497-1535",0
Berno -1048 von Reichenau,0
Berno ( -1048).,0
Berno Augiensis,0
"Berno Augiensis, 978-1048",0
"Berno Augiensis, abate di Reichenau, 978-1048",0
Berno av Reichenau,0
Berno av Reichenau 978-1048,0
Berno Avgiensis,0
"Berno Reichenaust, umbes 978-1048.",0
"Berno, abat de Reichenau, -1048",0
"Berno, Abbot of Reichenau",0
"Berno, Abbot of Reichenau, -1048",0
"Berno, Augiensis",0
"Berno, von Reichenau, -1048",0
Bernold of Constance,0
Bernold von Konstanz,0
"Bernold von St. Blaisen, 1050-1100",0
"Bernold, of Constance",0
Bernoldus Constantiensis,0
"Bernon, 0978?-1048",0
"Bernon, de Reichenau, environ  978-1048",0
"Bernoulli, Daniel",0
"Bernoulli, Daniel, 1700-1782",0
"Bernoulli, Daniel, 1700-1782.",0
"Bernoulli, Daniel, 1700-1783",0
"Bernoulli, Jacob, 1654-1705",0
"Bernoulli, Jacques, 1654-1705",0
"Bernoulli, Jakob",0
"Bernoulli, Jakob, 1654-1705",0
"Bernoulli, Jakob, 1655-1705.",0
"Bernoullius, Jacobus, 1654-1705",0
Bernward,0
Bernward (świety ; (ok. 960-1022),0
Bernward biskop av Hildesheim,0
"Bernward Hildesheim, Bischof, Heiliger 960-1022",0
"Bernward of Hildesheim, Saint",0
Bernward von Hildesheim,0
"Bernward z Hildesheimu, svatý, asi 960-1022",0
"Bernward, 0960?-1022, saint",0
"Bernward, Bishop of Hildesheim",0
"Bernward, Bishop of Hildesheim, approximately 960-1022",0
"Bernward, biskop av Hildesheim, ca 960-1022",0
