DLL ID,Authorized Name,Variant Names,Latin
A4312,Caecilius Balbus,"Caecilius, Balbus",1
A4665,Caecilius Statius,"Caecilius, Statius",1
A3715,"Caecina, A. (Aulus)","Caecina, Aulus ca. v1. Jh.",1
A4543,Apicius,Caelius Apicius,1
A4543,Apicius,Caelius Apicius/Marcus Gravius Apicius,1
A5373,"Aurelianus, Caelius","Caelius Aurelianus, 04..-04..",1
A5373,"Aurelianus, Caelius","Caelius Aurelianus, 400-t.",1
A5373,"Aurelianus, Caelius","Caelius Aurelianus, 5e eeuw",1
A5294,"Symphosius, Caelius Firmianus",Caelius Firmianus Symphosius,1
A3577,"Caelius Rufus, Marcus","Caelius Rufus, Marcus 0082?-0048? av. J.-C.",1
A3577,"Caelius Rufus, Marcus","Caelius Rufus, Marcus ca. v84 - v48",1
A3634,"Caepio, Q. Servilius (Quintus Servilius), active 100 B.C.-90 B.C.","Caepio, Q. Servilius",1
A3634,"Caepio, Q. Servilius (Quintus Servilius), active 100 B.C.-90 B.C.","Caepio, Q. Servilius active 100 B.C.-90 B.C.",1
A3634,"Caepio, Q. Servilius (Quintus Servilius), active 100 B.C.-90 B.C.","Caepio, Quintus Servilius -v90",1
A4612,Germanicus Caesar,"Caesar Germanicus, 15 a.C.-19 d.C.",1
A4671,"Caesar Strabo, C. Julius","Caesar Strabo, C. Julius",1
A4671,"Caesar Strabo, C. Julius","Caesar Strabo, C. Julius, approximately 130 B.C.-87 B.C.",1
A4671,"Caesar Strabo, C. Julius","Caesar Strabo, Gaius Iulius -v87",1
A4644,"Caesar, Julius","Caesar, C. Julius",1
A4644,"Caesar, Julius","Caesar, C. Julius (Caius Julius), 100-44 v. Chr.",1
A4644,"Caesar, Julius","Caesar, Caius Iulius",1
A4644,"Caesar, Julius","Caesar, Caius Julius",1
A4644,"Caesar, Julius","Caesar, G. J. 100-44 до н.э. Gaius Julius",1
A4644,"Caesar, Julius","Caesar, Gaius Iulius",1
A4644,"Caesar, Julius","Caesar, Gaius Iulius (100-44 p.n.e.).",1
A4644,"Caesar, Julius","Caesar, Gaius Iulius v100-v44",1
A4644,"Caesar, Julius","Caesar, Gaius Iulius,  100-44 pr.n.š.",1
A4644,"Caesar, Julius","Caesar, Gaius Iulius, 100 př. Kr.-44 př. Kr.",1
A4644,"Caesar, Julius","Caesar, Gaius Iulius, 100-44 a.C.",1
A4644,"Caesar, Julius","Caesar, Gaius Iulius, 100-44 pred Kr.",1
A4644,"Caesar, Julius","Caesar, Gaius Julius",1
A4644,"Caesar, Julius","Cæsar, Gaius Julius -99--44",1
A4644,"Caesar, Julius","Caesar, Gaius Julius B.C. 100-B.C. 44",1
A4644,"Caesar, Julius","Caesar, Gaius Julius, 100-44 e.Kr.",1
A4644,"Caesar, Julius","Caesar, Gaius Julius, 100-44 f.Kr.",1
A4644,"Caesar, Julius","Caesar, Gaius Julius, 102 vai 100-44 p.m.ē.",1
A4644,"Caesar, Julius","Caesar, Gaius Julius, 102-44B. C.",1
A4644,"Caesar, Julius","Caesar, Gajus Julius, 100-44 f.Kr.",1
A4644,"Caesar, Julius","Caesar, Julius (100-44)",1
A4644,"Caesar, Julius","Caesar, Julius 100 b.c.-44 March 15 b.c.",1
A3582,"Caesar, L. Julius (Lucius Julius), active 90 B.C.-43 B.C.","Caesar, L. Julius active 90 B.C.-43 B.C.",1
A4622,"Hirtius, Aulus","Caesar, Pseudo-",1
A5405,"Caesarius, of Arles, Saint",Caesarius : Arelatensis  <santo>,1
A5405,"Caesarius, of Arles, Saint",Caesarius Arelatensis 470-542,1
A5405,"Caesarius, of Arles, Saint",Caesarius Arelatensis helgen,1
A5405,"Caesarius, of Arles, Saint","Caesarius av Arles, helgon, 470?-542",1
A5576,"Caesarius, of Heisterbach, approximately 1180-approximately 1240",Caesarius de Heisterbach,1
A5576,"Caesarius, of Heisterbach, approximately 1180-approximately 1240",Caesarius Heisterbacensis ca. 1180-ca. 1240,1
A5576,"Caesarius, of Heisterbach, approximately 1180-approximately 1240","Caesarius Heisterbacensis, O.Cist., c. 1180-c. 1240",1
A5405,"Caesarius, of Arles, Saint",Caesarius of Arles,1
A5405,"Caesarius, of Arles, Saint","Caesarius of Arles, Saint",1
A5576,"Caesarius, of Heisterbach, approximately 1180-approximately 1240",Caesarius von Heisterbach,1
A5405,"Caesarius, of Arles, Saint","Cæsarius, Arelatensis episcopus",1
A5405,"Caesarius, of Arles, Saint","Caesarius, évêque d'Arles, saint",1
A5405,"Caesarius, of Arles, Saint","Caesarius, of Arles, Saint",1
A5576,"Caesarius, of Heisterbach, approximately 1180-approximately 1240","Caesarius, of Heisterbach, approximately 1180-approximately 1240",1
A5405,"Caesarius, of Arles, Saint","Caesarius, s., vesc. di Arles, 470-542",1
A3629,"Caesellius Vindex, Lucius, active 2nd century",Caesellius Vindex,1
A3629,"Caesellius Vindex, Lucius, active 2nd century","Caesellius Vindex, L.",1
A3629,"Caesellius Vindex, Lucius, active 2nd century","Caesellius Vindex, Lucius 2. Jh.",1
A4680,Caesius Bassus,Caesius Bassus -79,1
A4680,Caesius Bassus,Caesius Bassus 1st cent,1
A4680,Caesius Bassus,"Caesius Bassus, 00..-00.., poète",1
A4680,Caesius Bassus,"Caesius Bassus, 1st cent",1
A4256,"Cajetan, Tommaso de Vio, 1469-1534",Caietanus,1
A5409,"Gaius, Pope",Caius,1
A4619,Gaius,Caius (1../2..).,1
A4581,"Pollio, Gaius Asinius",Caius Asinius Pollio,1
A5260,"Sedulius, active 5th century",Caius Coelius Sedulius,1
A4801,"Solinus, C. Julius, active 3rd century?",Caius Julius Solinus,1
A4557,"Oppius, C.",Caius Oppius,1
A5409,"Gaius, Pope",Caius papa,1
A5537,"Pliny, the Elder",Caius Plinius Secundus,1
A4799,"Suetonius, approximately 69-approximately 122",Caius Suetonius Tranquillus,1
A2910,"Trebonius, C.",Caius Trebonius,1
A5409,"Gaius, Pope","Caius, 02..-0296, pape",1
A4619,Gaius,"Caius, 110-180",1
A5998,"Caius, John, 1510-1573","Caius, Johannes, 1510-1573",1
A5998,"Caius, John, 1510-1573","Caius, John.",1
A5409,"Gaius, Pope","Caius, papež, -296",1
A4256,"Cajetan, Tommaso de Vio, 1469-1534","Cajetan, Thomas",1
A4256,"Cajetan, Tommaso de Vio, 1469-1534","Cajetan, Thomas, 1469-1534",1
A4256,"Cajetan, Tommaso de Vio, 1469-1534","Cajetan, Tommaso de Vio",1
A4256,"Cajetan, Tommaso de Vio, 1469-1534","Cajetanus, 1469-1534",1
A4256,"Cajetan, Tommaso de Vio, 1469-1534","Cajetanus, Thomas, 1469-1534",1
A5409,"Gaius, Pope",Cajus Papst -296,1
A3102,Calbulus Poeta 5th or 5th/6th century,Calbulus Poeta,1
A3102,Calbulus Poeta 5th or 5th/6th century,Calbulus Poeta 5. bzw. 5./6. Jh.,1
A3102,Calbulus Poeta 5th or 5th/6th century,Calbulus Poeta 5th or 5th/6th century,1
A3102,Calbulus Poeta 5th or 5th/6th century,Calbulus poeta et grammaticus,1
A3019,"Calcagnini, Celio, 1479-1541","Calcagnini, Celio (Caelius), 1479-1541",1
A3019,"Calcagnini, Celio, 1479-1541","Calcagninus, Caelius, 1479-1541",1
A4544,Calcidius,Calcicius,1
A4544,Calcidius,Calcidio,1
A4544,Calcidius,Calcidius (Chalcidius),1
A4544,Calcidius,Calcidius.,1
A2993,"Calderino, Domizio, 1447-1478","Calderini, Domizio",1
A2993,"Calderino, Domizio, 1447-1478","Calderini, Domizio (około 1447-1478).",1
A2993,"Calderino, Domizio, 1447-1478","Calderini, Domizio, 1446-1478.",1
A2993,"Calderino, Domizio, 1447-1478","Calderini, Domizio, 1447-1478",1
A2993,"Calderino, Domizio, 1447-1478","Calderino, Domizio",1
A2993,"Calderino, Domizio, 1447-1478","Calderino, Domizio 1446-1478",1
A2993,"Calderino, Domizio, 1447-1478","Calderino, Domizio, 1443-1478",1
A2993,"Calderino, Domizio, 1447-1478","Calderinus, Domitius",1
A2993,"Calderino, Domizio, 1447-1478","Calderinus, Domitius, 1447-1478",1
A3058,"Calenzio, Elisio, 1430-1503","Calentius, Elysius (około 1430-około 1503).",1
A3058,"Calenzio, Elisio, 1430-1503","Calenzio, Eliseo",1
A3058,"Calenzio, Elisio, 1430-1503","Calenzio, Eliseo 1430-1503?",1
A3058,"Calenzio, Elisio, 1430-1503","Calenzio, Eliseo, 1450?-1503",1
A3058,"Calenzio, Elisio, 1430-1503","Calenzio, Elisio",1
A3058,"Calenzio, Elisio, 1430-1503","Calenzio, Elisio 1430-apie 1503",1
A3058,"Calenzio, Elisio, 1430-1503","Calenzio, Elisio, 1430-1502/3",1
A3058,"Calenzio, Elisio, 1430-1503","Calenzio, Elisio, 1430-1503",1
A3058,"Calenzio, Elisio, 1430-1503","Calenzio, Elisio, 1430?-1503?",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio 1435–1510",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio 1440?-1511",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio ca. 1435-1511",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio, 1435-1511",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio, 1435-1511, O.S.A.",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio, 1435-1511.",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio, 1436-1510",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio, 1440?-1510",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepino, Ambrogio, O.S.A., c. 1440-1510",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepinus, Ambrosius",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepinus, Ambrosius (Ambrogio), Italiaans lexicograaf, 1435-1510",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepinus, Ambrosius (około 1435-około 1510).",1
A4051,"Calepino, Ambrogio, 1435-1511","Calepio, Ambrogio",1
A3623,"Calidius, M. (Marcus), active 64 B.C.-49 B.C.","Calidius, M.",1
A3623,"Calidius, M. (Marcus), active 64 B.C.-49 B.C.","Calidius, M. active 64 B.C.-49 B.C.",1
A3623,"Calidius, M. (Marcus), active 64 B.C.-49 B.C.","Calidius, Marcus v57",1
A3011,"Buonaccorsi, Filippo, 1437-1496","Callimachus Experiens, Philippus, 1437-1496",1
A2978,"Andronicus Callistus, -1478","Calliste, Andronic 14..-1478",1
A2978,"Andronicus Callistus, -1478","Calliste, Andronic, 14..-1476?",1
A3193,"Callistratus, active 3rd century-4th century",Callistrate,1
A3193,"Callistratus, active 3rd century-4th century",Callistratus 4. årh.,1
A3193,"Callistratus, active 3rd century-4th century","Callistratus, active 3rd century-4th century",1
A4652,Calpurnius Flaccus,Calpurnio Flaco,1
A910,"Calpurnius Siculus, Titus","Calpurnio Sículo, Tito Julio",1
A910,"Calpurnius Siculus, Titus","Calpúrnio Sículo, Tito.",1
A5693,"Calpurnius Bibulus, Lucius -32?","Calpurnius Bibulus, Lucius -32?",1
A5693,"Calpurnius Bibulus, Lucius -32?","Calpurnius Bibulus, Lucius -v32",1
A5693,"Calpurnius Bibulus, Lucius -32?","Calpurnius Bibulus, Lucius, ....-0032?",1
A4652,Calpurnius Flaccus,Calpurnius Flaccus ca. 2. Jh.,1
A4652,Calpurnius Flaccus,"Calpurnius Flaccus, 00..-01.., rhéteur",1
A4652,Calpurnius Flaccus,"Calpurnius Flaccus, 100-talet",1
A4652,Calpurnius Flaccus,"Calpurnius Flaccus, činný 2. století",1
A4652,Calpurnius Flaccus,"Calpurnius Flaccus, rhetor, 2e eeuw na Chr.",1
A4652,Calpurnius Flaccus,"Calpurnius Flaccus, sec. II",1
A4662,"Piso Frugi, Lucius Calpurnius","Calpurnius Piso Frugi, L., ca. 182 v. Chr.-",1
A4662,"Piso Frugi, Lucius Calpurnius","Calpurnius Piso Frugi, Lucius ca. v2. Jh.",1
A3601,"Piso, Gaius Calpurnius, -65","Calpurnius Piso, Gaius -65",1
A910,"Calpurnius Siculus, Titus","Calpurnius Siculus, T., sec. I",1
A910,"Calpurnius Siculus, Titus","Calpurnius Siculus, Titus",1
A910,"Calpurnius Siculus, Titus","Calpurnius Siculus, Titus ca. 54",1
A910,"Calpurnius Siculus, Titus","Calpurnius Siculus, Titus fl.60 n.Chr.",1
A910,"Calpurnius Siculus, Titus","Calpurnius Siculus, Titus, århundradet e.Kr.",1
A910,"Calpurnius Siculus, Titus","Calpurnius Siculus, Titus, činný 1. století",1
A910,"Calpurnius Siculus, Titus","Calpurnius Siculus, Titus, fl. 60 na Chr.",1
A910,"Calpurnius Siculus, Titus","Calpurnius Siculus, Titus.",1
A4652,Calpurnius Flaccus,"Calpurnius, Flaccus.",1
A4604,Pseudo-Calpurnius,"Calpurnius, Pseudo",1
A4468,"Columba, Saint, 521-597",Calum Cille,1
A4225,"Calvin, Jean, 1509-1564","Calvijn, Johannes (Jean), 1509-1564",1
A4225,"Calvin, Jean, 1509-1564","Calvin, J. 1509-1564 Jean",1
A4225,"Calvin, Jean, 1509-1564","Calvin, Jean",1
A4225,"Calvin, Jean, 1509-1564","Calvin, Jean (French theologian and reformer, 1509-1564)",1
A4225,"Calvin, Jean, 1509-1564","Calvin, Jean, 1509-1564",1
A4225,"Calvin, Jean, 1509-1564","Calvin, Jean, 1509-1564.",1
A4225,"Calvin, Jean, 1509-1564","Calvin, Johann, 1509-1564.",1
A4225,"Calvin, Jean, 1509-1564","Calvino, Giovanni, 1509-1564",1
A4225,"Calvin, Jean, 1509-1564","Calvino, Jean",1
A4225,"Calvin, Jean, 1509-1564","Calvino, João, 1509-1564",1
A4701,"Calvus, C. Licinius Macer","Calvo, Gaio Licinio Macro, 82-47 a.C.",1
A4701,"Calvus, C. Licinius Macer","Calvo, Licinio Cayo",1
A4701,"Calvus, C. Licinius Macer","Calvus, Caius Licinius Macer (82-47 p.n.e.).",1
A4701,"Calvus, C. Licinius Macer","Calvus, Caius Licinius Macer 0082-0047 av. J.-C.",1
A4701,"Calvus, C. Licinius Macer","Calvus, Caius Licinius Macer, 0082 av. J.C.-0047 av. J.C.",1
A4701,"Calvus, C. Licinius Macer","Calvus, Caius Licinius Macer, 82-47 a.C.",1
A4701,"Calvus, C. Licinius Macer","Calvus, Gaius Licinius Macer",1
A4701,"Calvus, C. Licinius Macer","Calvus, Gaius Licinius Macer v82-v47",1
A4701,"Calvus, C. Licinius Macer","Calvus, Licinius Macer",1
A4061,"Camden, William, 1551-1623","Camden, William",1
A4061,"Camden, William, 1551-1623","Camden, William (English antiquarian, historian, and collector, 1551-1623)",1
A4061,"Camden, William, 1551-1623","Camden, William, 1551-1623",1
A4061,"Camden, William, 1551-1623","Camden, William, 1551-1623.",1
A4061,"Camden, William, 1551-1623","Camdenus, Guilielmus, 1551-1623",1
A3731,"Cameron, John, 1579?-1625","Cameron, Jean, 1579-1625",1
A3731,"Cameron, John, 1579?-1625","Cameron, John",1
A3731,"Cameron, John, 1579?-1625","Cameron, John, 1580-1625",1
A3731,"Cameron, John, 1579?-1625","Cameron, John, ca. 1579-1625",1
A4235,"Campanella, Tommaso, 1568-1639","Campanella, Tommaso",1
A4235,"Campanella, Tommaso, 1568-1639","Campanella, Tommaso 1568-1639 O.P.",1
A4235,"Campanella, Tommaso, 1568-1639","Campanella, Tommaso OP 1568-1639",1
A4235,"Campanella, Tommaso, 1568-1639","Campanella, Tommaso, 1568-1639.",1
A4235,"Campanella, Tommaso, 1568-1639","Campanella, Tommaso, O.P., 1568-1639",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Giannantonio",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Giannantonio (Giovanni Antonio), 1429-1477",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Giannantonio, 1429-1477",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Giannantonio, Bishop, 1429-1477",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Giannantonio, Bispo, 1429-1477.",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Giannantonio, évêque, 1429-1477",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Giannantonio, vesc. di Teramo, 1429-1477",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Giovanni Antonio",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Giovanni Antonio, vesc. di Teramo, 1429-1477",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campano, Juan Antonio, Obispo, 1429-1477",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campanus, Iohannes Antonius, vesc. di Teramo, 1429-1477",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campanus, Joannes Antonius",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campanus, Johannes Antonius, 1429-1477",1
A3029,"Campano, Giannantonio, Bishop, 1429-1477","Campanus, Johannes Antonius, ca 1429-1477",1
A5627,"Peckham, John, -1292","Campanus, Johannes, ca 1227-1292",1
A4285,"Campeggi, Lorenzo, 1474-1539","Campeggi, Lorenzo",1
A4285,"Campeggi, Lorenzo, 1474-1539","Campeggi, Lorenzo 1472 ar 1474-1539 kardinolas",1
A4285,"Campeggi, Lorenzo, 1474-1539","Campeggi, Lorenzo, card., 1474-1539",1
A4285,"Campeggi, Lorenzo, 1474-1539","Campeggio, Lorenzo",1
A4285,"Campeggi, Lorenzo, 1474-1539","Campeggio, Lorenzo, 1474-1539",1
A4285,"Campeggi, Lorenzo, 1474-1539","Campeggio, Lorenzo, card., 1474-1539",1
A5559,"Campion, Thomas","Campion, Thomas, 1567-1620",1
A5559,"Campion, Thomas","Campion, Thomas, m. 1620",1
A6230,"Johannes Canabutius, ca. 15. Jh.","Canabutzes, Joannes",1
A5231,"Kanapariusz, Jan","Canapario, Giovanni, -1004",1
A5231,"Kanapariusz, Jan","Canaparius, Jan, -asi 1004",1
A5231,"Kanapariusz, Jan","Canaparius, Joannes (?-1004)",1
A3017,"Cancianini, Gian Domenico 1547-1630","Cancianini, Gian Domenico 1547-1630",1
A3017,"Cancianini, Gian Domenico 1547-1630","Cancianini, Gian Domenico, 1547-1630",1
A5413,Candidus,Candidus,1
A5404,"Candidus, of Fulda",Candidus -845 Fuldensis,1
A5413,Candidus,Candidus Arianus,1
A5413,Candidus,Candidus Arianus 0350?-0372?,1
A5413,Candidus,Candidus Arianus 4. Jh.,1
A5413,Candidus,Candidus Arrianus,1
A5404,"Candidus, of Fulda",Candidus of Fulda,1
A5413,Candidus,"Candidus, active 350-355",1
A5404,"Candidus, of Fulda","Candidus, Fuldensis, -845",1
A5404,"Candidus, of Fulda","Candidus, of Fulda",1
A5404,"Candidus, of Fulda","Candidus, of Fulda, -845",1
A3030,"Decembrio, Pier Candido, 1399-1477","Candidus, Petrus 1399-1477",1
A6052,"Cannegieter, Hendrik, 1691-1770","Cannegieter, Heinrich, 1691-1770",1
A6052,"Cannegieter, Hendrik, 1691-1770","Cannegieter, Hendrik",1
A6052,"Cannegieter, Hendrik, 1691-1770","Cannegieter, Hendrik (Henricus), 1691-1770",1
A6052,"Cannegieter, Hendrik, 1691-1770","Cannegieter, Henricus 1691-1770",1
A3662,"Cannutius, P., 106 B.C.-","Cannutius, P., 106 B.C.-",1
A3662,"Cannutius, P., 106 B.C.-","Cannutius, Publius v1. Jh.",1
A4265,"Cano, Melchor, 1509?-1560","Cano, Melchior",1
A4265,"Cano, Melchor, 1509?-1560","Cano, Melchor",1
A4265,"Cano, Melchor, 1509?-1560","Cano, Melchor (około 1509-1560).",1
A4265,"Cano, Melchor, 1509?-1560","Cano, Melchor, [1509?]-1560.",1
A4265,"Cano, Melchor, 1509?-1560","Cano, Melchor, 1509?-1560, O.P.",1
A4265,"Cano, Melchor, 1509?-1560","Cano, Melchor, asi 1509-1560",1
A4265,"Cano, Melchor, 1509?-1560","Cano, Melchor, ca. 1509-1560",1
A4265,"Cano, Melchor, 1509?-1560","Cano, Melchor, O.P., vesc. delle Canarie, 1509?-1560",1
A4066,"Canonieri, Pietro Andrea, -1639","Canonhiero, Pietro Andrea, 15..-1639",1
A3706,"John, Canonicus, active 14th century","Canonicus, Ioannes",1
A4066,"Canonieri, Pietro Andrea, -1639","Canonieri, Pietro Andrea, ?-1639",1
A4066,"Canonieri, Pietro Andrea, -1639","Canoniero, Pietro Andrea (?-1639)",1
A4066,"Canonieri, Pietro Andrea, -1639","Canoniero, Pietro Andrea (15..-1639).",1
A4066,"Canonieri, Pietro Andrea, -1639","Canoniero, Pietro Andrea 15XX-1639",1
A4066,"Canonieri, Pietro Andrea, -1639","Canoniero, Pietro Andrea, m. 1639",1
A3033,"Cantalicio, Giovanni Battista, -1515",Cantalicio vescovo cattolico e umanista italiano,1
A3033,"Cantalicio, Giovanni Battista, -1515","Cantalicio, Giambattista",1
A3033,"Cantalicio, Giovanni Battista, -1515","Cantalicio, Giovanni Battista",1
A3033,"Cantalicio, Giovanni Battista, -1515","Cantalicio, Giovanni Battista (θ. 1515)",1
A3033,"Cantalicio, Giovanni Battista, -1515","Cantalicio, Giovanni Battista 1450-1515",1
A3033,"Cantalicio, Giovanni Battista, -1515","Cantalicio, Giovanni Battista m. 1515",1
A3033,"Cantalicio, Giovanni Battista, -1515","Cantalicio, Giovanni Battista Valentini detto il",1
A3033,"Cantalicio, Giovanni Battista, -1515","Cantalicio, Giovanni Battista Valentini, 1450-1515",1
A3033,"Cantalicio, Giovanni Battista, -1515","Cantalicio, Giovanni Battista, vesc. di Penne e Atri, c. 1450-1514?",1
A4988,"Petrus, Cantor","Cantor, Petrus",1
A4501,Martianus Capella,"Capel·la, Marcià Fèlix, aproximadament 360-aproximadament 429",1
A4501,Martianus Capella,"Capella, Marciano Mineo Felix, 360-428",1
A4501,Martianus Capella,"Capella, Martianus Felix.",1
A4501,Martianus Capella,"Capella, Martianus Mineus",1
A4501,Martianus Capella,"Capella, Martianus Mineus Felicis",1
A4501,Martianus Capella,"Capella, Martianus Mineus Felix",1
A4501,Martianus Capella,"Capella, Martianus Mineus Felix, 03..-04..",1
A5454,"Andreas, Capellanus","Capellanus, Andreas",1
A4506,"Caper, Flavius","Caper, Flavius ca. 2. Jh.",1
A4506,"Caper, Flavius","Caper, Flavius, 01..? 01..?, grammairien",1
A4506,"Caper, Flavius","Caper, Flavius, sec. II",1
A3745,"Capgrave, John, 1393-1464","Capgrave, John",1
A3745,"Capgrave, John, 1393-1464","Capgrave, John (English writer, scribe, 1393-1464)",1
A3745,"Capgrave, John, 1393-1464","Capgrave, John, 1393-1464",1
A3745,"Capgrave, John, 1393-1464","Capgrave, John, 1393-1464.",1
A3745,"Capgrave, John, 1393-1464","Capgrave, John, O.S.A., 1393-1464",1
A3568,"Capito, C. Ateius, -22","Capito, C. Ateius",1
A3568,"Capito, C. Ateius, -22","Capito, C. Ateius, d. 22 A.D.",1
A3568,"Capito, C. Ateius, -22","Capito, Caius Ateius",1
A3038,"Capitolinus, Julius, active 300","Capitolí, Juli",1
A3097,Cornelius Capitolinus,"Capitolinus, Cornelius",1
A3038,"Capitolinus, Julius, active 300","Capitolinus, Iulius",1
A3038,"Capitolinus, Julius, active 300","Capitolinus, Iulius, f. 300",1
A3038,"Capitolinus, Julius, active 300","Capitolinus, Julius fl. 300",1
A3038,"Capitolinus, Julius, active 300","Capitolinus, Julius, 02..?-03..?",1
A3038,"Capitolinus, Julius, active 300","Capitolinus, Julius, 3--",1
A3038,"Capitolinus, Julius, active 300","Capitolinus, Julius, ca 300 e.Kr",1
A3038,"Capitolinus, Julius, active 300","Capitolinus, Julius, fl. 300 (attributed author)",1
A3038,"Capitolinus, Julius, active 300","Capitolinus, Julius.",1
A6044,"Capperonnier, Claude, 1671-1744","Capperonnerius, Claudius, 1671-1744",1
A6044,"Capperonnier, Claude, 1671-1744","Capperonnier, Claude",1
A5393,"Capreolus, of Carthage","Capreolus, of Carthage",1
A5586,"Caracalla, Emperor of Rome",Caracala 188-217 Imperador de Roma,1
A5586,"Caracalla, Emperor of Rome",Caracalla 188-217 Kaiser von Rom,1
A5586,"Caracalla, Emperor of Rome",Caracalla empereur romain 0186-0217,1
A5586,"Caracalla, Emperor of Rome",Caracalla romersk keiser 186-217,1
A5586,"Caracalla, Emperor of Rome","Caracalla Römisches Reich, Kaiser ca. 186-217",1
A5586,"Caracalla, Emperor of Rome","Caracalla, 0188-0217, empereur romain",1
A5586,"Caracalla, Emperor of Rome","Caracalla, Emperor of Rome",1
A5586,"Caracalla, Emperor of Rome","Caracalla, Emperor of Rome, 188-217",1
A5586,"Caracalla, Emperor of Rome","Caracalla, imperatore romano, 188-217",1
A5586,"Caracalla, Emperor of Rome","Caracal·la, Marc Aureli Antoní, emperador de Roma, 188-217",1
A5586,"Caracalla, Emperor of Rome","Caracalla, římský císař, 188-217",1
A3012,"Epicuro, Marcantonio, 1472-1555","Caracciolo, Antonio, 1472-1555",1
A4107,"Caradoc, of Llancarvan, -1147?",Caradoc av Llancarvan d. 1147?,1
A4107,"Caradoc, of Llancarvan, -1147?",Caradoc of Llancarvan,1
A4107,"Caradoc, of Llancarvan, -1147?","Caradoc, of Llancarvan, -1147?",1
A4107,"Caradoc, of Llancarvan, -1147?","Caradoc, of Llancarvan, d. 1147?",1
A4107,"Caradoc, of Llancarvan, -1147?",Caradocus Lancarbanensis,1
A4107,"Caradoc, of Llancarvan, -1147?",Caradog ap Llefoed,1
A3560,"Carbo, C. Papirius, approximately 164 B.C.-119 B.C.","Carbo, Gaius Papirius -v119",1
A5596,"Cardano, Girolamo, 1501-1576","Cardano, Gerolamo",1
A5596,"Cardano, Girolamo, 1501-1576","Cardano, Gerolamo, 1501-1576",1
A5596,"Cardano, Girolamo, 1501-1576","Cardano, Gerolamo, 1501-1576.",1
A5596,"Cardano, Girolamo, 1501-1576","Cardano, Geronimo, 1501-1576",1
A5596,"Cardano, Girolamo, 1501-1576","Cardano, Girolamo ca. 1501-1576",1
A5596,"Cardano, Girolamo, 1501-1576","Cardano, Girolamo, 1501-1576",1
A5596,"Cardano, Girolamo, 1501-1576","Cardano, Girolamo, 1501-1576.",1
A5596,"Cardano, Girolamo, 1501-1576","Cardanus, Hieronymus, 1501-1576",1
A2960,Francesco Cardulo,"Cardulo, Francesco",1
A4068,"Cardulo, Fulvio 1526-1591","Cardulo, Fulvio",1
A4068,"Cardulo, Fulvio 1526-1591","Cardulo, Fulvio, 1526-1591, S.J.",1
A4068,"Cardulo, Fulvio 1526-1591","Cardulo, Fulvio, 1529-1591",1
A4068,"Cardulo, Fulvio 1526-1591","Cardulo, Fulvio, S.I., 1526?-1591",1
A4068,"Cardulo, Fulvio 1526-1591","Cardulo, Fulvius 1526-1591 S.J.",1
A2960,Francesco Cardulo,"Cardulus, Franciscus",1
A6070,"Carey, John, 1756-1826","Carey, John",1
A6070,"Carey, John, 1756-1826","Carey, John, 1756-1829",1
A4524,"Charisius, Flavius Sosipater","Carisio, Flavio Sosípatro",1
A3282,"Boor, Carl de 1848-1923",Carl de Boor deutscher Byzantinist,1
A5556,"Gauss, Carl Friedrich",Carl Friedrich Gauss,1
A5556,"Gauss, Carl Friedrich",Carl Friedrich Gauß,1
A5556,"Gauss, Carl Friedrich","Carl Friedrich Gauß deutscher Mathematiker, Astronom, Geodät und Physiker",1
A4168,"Martius, Karl Friedrich Philipp von, 1794-1868",Carl Friedrich Philipp von Martius,1
A4168,"Martius, Karl Friedrich Philipp von, 1794-1868",Carl Friedrich Philipp von Martius deutscher Botaniker und Naturforscher (1794–1868),1
